season,game_id,date,away_team,home_team,actual_away,actual_home,actual_total,actual_home_margin,proj_away,proj_home,proj_total,proj_home_margin,proj_home_winprob,ml_pick,ml_actual
2024-25,0022400062,2024-10-22,Minnesota Timberwolves,Los Angeles Lakers,103,110,213,7,113.0,116.7,229.7,1.3,0.5443,True,True
2024-25,0022400061,2024-10-22,New York Knicks,Boston Celtics,109,132,241,23,114.1,117.2,231.3,5.4,0.6745,True,True
2024-25,0022400067,2024-10-23,Cleveland Cavaliers,Toronto Raptors,136,106,242,-30,118.9,115.8,234.7,-2.9,0.4032,False,False
2024-25,0022400064,2024-10-23,Brooklyn Nets,Atlanta Hawks,116,120,236,4,110.2,116.3,226.6,5.8,0.6853,True,True
2024-25,0022400072,2024-10-23,Golden State Warriors,Portland Trail Blazers,140,104,244,-36,113.6,115.8,229.4,0.3,0.5115,True,False
2024-25,0022400063,2024-10-23,Indiana Pacers,Detroit Pistons,115,109,224,-6,116.0,118.2,234.3,3.0,0.5987,True,False
2024-25,0022400069,2024-10-23,Chicago Bulls,New Orleans Pelicans,111,123,234,12,113.4,116.0,229.3,-0.5,0.4831,False,True
2024-25,0022400070,2024-10-23,Memphis Grizzlies,Utah Jazz,126,124,250,-2,116.3,117.8,234.2,-3.2,0.3945,False,False
2024-25,0022400071,2024-10-23,Phoenix Suns,LA Clippers,116,113,229,-3,114.3,113.8,228.0,6.6,0.7076,True,False
2024-25,0022400065,2024-10-23,Orlando Magic,Miami Heat,116,97,213,-19,108.2,114.3,222.5,3.3,0.6074,True,False
2024-25,0022400066,2024-10-23,Milwaukee Bucks,Philadelphia 76ers,124,109,233,-15,112.2,114.6,226.9,-0.9,0.4696,False,False
2024-25,0022400068,2024-10-23,Charlotte Hornets,Houston Rockets,110,105,215,-5,109.6,115.3,224.9,9.1,0.7764,True,False
2024-25,0022400076,2024-10-24,Minnesota Timberwolves,Sacramento Kings,117,115,232,-2,112.7,117.6,230.3,1.1,0.5354,True,False
2024-25,0022400073,2024-10-24,Boston Celtics,Washington Wizards,122,102,224,-20,114.8,112.8,227.5,-6.7,0.2877,False,False
2024-25,0022400075,2024-10-24,Oklahoma City Thunder,Denver Nuggets,102,87,189,-15,117.6,123.8,241.4,-1.0,0.4681,False,False
2024-25,0022400074,2024-10-24,San Antonio Spurs,Dallas Mavericks,109,120,229,11,113.4,116.0,229.5,3.7,0.6203,True,True
2024-25,0022400077,2024-10-25,Brooklyn Nets,Orlando Magic,101,116,217,15,108.6,109.6,218.3,6.2,0.6972,True,True
2024-25,0022400084,2024-10-25,Golden State Warriors,Utah Jazz,127,86,213,-41,112.1,116.0,228.1,-2.6,0.4149,False,False
2024-25,0022400085,2024-10-25,Phoenix Suns,Los Angeles Lakers,116,123,239,7,112.6,114.2,226.8,4.9,0.6582,True,True
2024-25,0022400082,2024-10-25,Memphis Grizzlies,Houston Rockets,108,128,236,20,119.0,119.7,238.7,3.0,0.5987,True,True
2024-25,0022400081,2024-10-25,Indiana Pacers,New York Knicks,98,123,221,25,114.2,118.3,232.5,3.9,0.626,True,True
2024-25,0022400078,2024-10-25,Philadelphia 76ers,Toronto Raptors,107,115,222,8,111.7,112.4,224.0,4.0,0.6317,True,True
2024-25,0022400086,2024-10-25,New Orleans Pelicans,Portland Trail Blazers,105,103,208,-2,111.1,112.8,223.9,6.0,0.6919,True,False
2024-25,0022400083,2024-10-25,Chicago Bulls,Milwaukee Bucks,133,122,255,-11,116.1,119.4,235.4,4.8,0.6554,True,False
2024-25,0022400079,2024-10-25,Charlotte Hornets,Atlanta Hawks,120,125,245,5,110.2,117.1,227.3,6.6,0.7076,True,True
2024-25,0022400080,2024-10-25,Detroit Pistons,Cleveland Cavaliers,101,113,214,12,115.6,122.1,237.7,6.2,0.6972,True,True
2024-25,0022400090,2024-10-26,Cleveland Cavaliers,Washington Wizards,135,116,251,-19,117.8,114.1,232.0,-6.6,0.2903,False,False
2024-25,0022400089,2024-10-26,Boston Celtics,Detroit Pistons,124,118,242,-6,116.0,117.1,233.1,-0.3,0.4905,False,False
2024-25,0022400094,2024-10-26,Houston Rockets,San Antonio Spurs,106,109,215,3,113.1,117.7,230.8,-0.3,0.489,False,True
2024-25,0022400093,2024-10-26,Toronto Raptors,Minnesota Timberwolves,101,112,213,11,111.8,117.4,229.2,7.0,0.7203,True,True
2024-25,0022400088,2024-10-26,Miami Heat,Charlotte Hornets,114,106,220,-8,109.7,110.8,220.5,-1.2,0.4592,False,False
2024-25,0022400091,2024-10-26,Oklahoma City Thunder,Chicago Bulls,114,95,209,-19,119.4,122.1,241.5,-3.4,0.3888,False,False
2024-25,0022400087,2024-10-26,LA Clippers,Denver Nuggets,109,104,213,-5,113.1,121.1,234.3,2.5,0.5827,True,False
2024-25,0022400092,2024-10-26,Orlando Magic,Memphis Grizzlies,111,124,235,13,111.6,121.0,232.6,5.2,0.6664,True,True
2024-25,0022400096,2024-10-26,Sacramento Kings,Los Angeles Lakers,127,131,258,4,113.6,115.5,229.1,3.3,0.6074,True,True
2024-25,0022400095,2024-10-26,Dallas Mavericks,Phoenix Suns,102,114,216,12,111.5,116.1,227.6,2.2,0.5739,True,True
2024-25,0022400101,2024-10-27,LA Clippers,Golden State Warriors,112,104,216,-8,114.0,117.6,231.6,2.2,0.5739,True,False
2024-25,0022400097,2024-10-27,Philadelphia 76ers,Indiana Pacers,118,114,232,-4,111.9,115.9,227.7,6.8,0.714,True,False
2024-25,0022400099,2024-10-27,New Orleans Pelicans,Portland Trail Blazers,103,125,228,22,111.1,112.8,223.9,6.0,0.6919,True,True
2024-25,0022400098,2024-10-27,Milwaukee Bucks,Brooklyn Nets,102,115,217,13,112.2,112.1,224.3,-1.4,0.4547,False,True
2024-25,0022400100,2024-10-27,Atlanta Hawks,Oklahoma City Thunder,104,128,232,24,119.3,122.3,241.6,9.2,0.7775,True,True
2024-25,0022400108,2024-10-28,Chicago Bulls,Memphis Grizzlies,126,123,249,-3,118.2,122.8,241.1,5.8,0.6853,True,False
2024-25,0022400109,2024-10-28,Houston Rockets,San Antonio Spurs,106,101,207,-5,113.1,117.7,230.8,-0.3,0.489,False,False
2024-25,0022400112,2024-10-28,Portland Trail Blazers,Sacramento Kings,98,111,209,13,110.8,117.3,228.1,4.5,0.6457,True,True
2024-25,0022400106,2024-10-28,Cleveland Cavaliers,New York Knicks,110,104,214,-6,117.3,118.7,235.9,0.7,0.5219,True,False
2024-25,0022400110,2024-10-28,Utah Jazz,Dallas Mavericks,102,110,212,8,111.9,115.2,227.1,6.6,0.7076,True,True
2024-25,0022400111,2024-10-28,Los Angeles Lakers,Phoenix Suns,105,109,214,4,111.2,115.6,226.8,1.1,0.5368,True,True
2024-25,0022400107,2024-10-28,Denver Nuggets,Toronto Raptors,127,125,252,-2,117.9,114.6,232.5,-0.5,0.4831,False,False
2024-25,0022400102,2024-10-28,Indiana Pacers,Orlando Magic,115,119,234,4,115.2,112.7,227.9,2.0,0.565,True,True
2024-25,0022400105,2024-10-28,Detroit Pistons,Miami Heat,98,106,204,8,113.6,115.1,228.8,2.2,0.5739,True,True
2024-25,0022400104,2024-10-28,Milwaukee Bucks,Boston Celtics,108,119,227,11,114.2,118.8,233.0,6.2,0.6958,True,True
2024-25,0022400103,2024-10-28,Washington Wizards,Atlanta Hawks,121,119,240,-2,111.6,118.2,229.8,8.0,0.7474,True,False
2024-25,0022400113,2024-10-29,Denver Nuggets,Brooklyn Nets,144,139,283,-5,114.9,111.6,226.5,-2.0,0.434,False,False
2024-25,0022400115,2024-10-29,Sacramento Kings,Utah Jazz,113,96,209,-17,112.8,114.1,226.9,-1.4,0.4532,False,False
2024-25,0022400116,2024-10-29,New Orleans Pelicans,Golden State Warriors,106,124,230,18,112.1,114.6,226.7,8.7,0.765,True,True
2024-25,0022400114,2024-10-29,Dallas Mavericks,Minnesota Timberwolves,120,114,234,-6,114.0,116.5,230.5,5.8,0.6853,True,False
2024-25,0022400123,2024-10-30,Orlando Magic,Chicago Bulls,99,102,201,3,110.7,118.5,229.2,2.4,0.5783,True,True
2024-25,0022400122,2024-10-30,New York Knicks,Miami Heat,116,107,223,-9,113.7,113.3,227.0,1.4,0.5458,True,False
2024-25,0022400117,2024-10-30,Toronto Raptors,Charlotte Hornets,133,138,271,5,110.0,112.1,222.2,0.8,0.5249,True,True
2024-25,0022400119,2024-10-30,Boston Celtics,Indiana Pacers,132,135,267,3,116.0,117.9,233.9,-0.3,0.4905,False,True
2024-25,0022400120,2024-10-30,Detroit Pistons,Philadelphia 76ers,105,95,200,-10,112.1,114.9,227.0,-0.8,0.4741,False,False
2024-25,0022400127,2024-10-30,Portland Trail Blazers,LA Clippers,106,105,211,-1,112.8,116.0,228.8,6.4,0.7037,True,False
2024-25,0022400121,2024-10-30,Atlanta Hawks,Washington Wizards,120,133,253,13,115.2,114.6,229.8,-2.0,0.434,False,True
2024-25,0022400125,2024-10-30,San Antonio Spurs,Oklahoma City Thunder,93,105,198,12,117.2,119.8,237.0,9.9,0.796,True,True
2024-25,0022400124,2024-10-30,Brooklyn Nets,Memphis Grizzlies,119,106,225,-13,111.3,118.6,229.9,8.4,0.7569,True,False
2024-25,0022400126,2024-10-30,New Orleans Pelicans,Golden State Warriors,89,104,193,15,112.1,114.6,226.7,8.7,0.765,True,True
2024-25,0022400118,2024-10-30,Los Angeles Lakers,Cleveland Cavaliers,110,134,244,24,114.7,120.5,235.2,6.6,0.7088,True,True
2024-25,0022400128,2024-10-31,Milwaukee Bucks,Memphis Grizzlies,99,122,221,23,117.3,121.5,238.8,4.0,0.6302,True,True
2024-25,0022400129,2024-10-31,Houston Rockets,Dallas Mavericks,108,102,210,-6,113.7,117.8,231.5,0.3,0.5115,True,False
2024-25,0022400131,2024-10-31,Phoenix Suns,LA Clippers,125,119,244,-6,114.3,113.8,228.0,6.6,0.7076,True,False
2024-25,0022400130,2024-10-31,San Antonio Spurs,Utah Jazz,106,88,194,-18,112.1,114.3,226.4,0.1,0.504,True,False
2024-25,0022400139,2024-11-01,Denver Nuggets,Minnesota Timberwolves,116,119,235,3,117.4,116.8,234.2,3.5,0.6146,True,True
2024-25,0022400132,2024-11-01,Boston Celtics,Charlotte Hornets,124,109,233,-15,113.6,111.3,224.9,-5.3,0.33,False,False
2024-25,0022400137,2024-11-01,Los Angeles Lakers,Toronto Raptors,131,125,256,-6,114.2,113.9,228.0,0.7,0.5219,True,False
2024-25,0022400140,2024-11-01,Oklahoma City Thunder,Portland Trail Blazers,137,114,251,-23,117.5,118.4,235.9,-3.9,0.3731,False,False
2024-25,0022400134,2024-11-01,New York Knicks,Detroit Pistons,128,98,226,-30,115.4,116.4,231.8,2.1,0.5709,True,False
2024-25,0022400138,2024-11-01,Indiana Pacers,New Orleans Pelicans,118,125,243,7,113.1,115.0,228.1,-2.2,0.4281,False,True
2024-25,0022400136,2024-11-01,Chicago Bulls,Brooklyn Nets,112,120,232,8,113.2,113.3,226.5,0.4,0.5145,True,True
2024-25,0022400133,2024-11-01,Orlando Magic,Cleveland Cavaliers,109,120,229,11,110.0,121.2,231.3,7.2,0.7266,True,True
2024-25,0022400135,2024-11-01,Sacramento Kings,Atlanta Hawks,123,115,238,-8,116.2,117.6,233.8,2.2,0.5739,True,False
2024-25,0022400142,2024-11-02,Memphis Grizzlies,Philadelphia 76ers,124,107,231,-17,115.6,116.8,232.4,-1.9,0.4369,False,False
2024-25,0022400146,2024-11-02,Minnesota Timberwolves,San Antonio Spurs,103,113,216,10,113.0,116.8,229.8,-0.5,0.4845,False,True
2024-25,0022400141,2024-11-02,Boston Celtics,Charlotte Hornets,113,103,216,-10,113.6,111.3,224.9,-5.3,0.33,False,False
2024-25,0022400150,2024-11-02,Oklahoma City Thunder,LA Clippers,105,92,197,-13,118.4,119.6,238.1,-0.5,0.4845,False,False
2024-25,0022400148,2024-11-02,Utah Jazz,Denver Nuggets,103,129,232,26,112.1,118.7,230.8,8.9,0.7696,True,True
2024-25,0022400149,2024-11-02,Portland Trail Blazers,Phoenix Suns,97,103,200,6,109.5,116.3,225.8,2.9,0.5944,True,True
2024-25,0022400144,2024-11-02,Golden State Warriors,Houston Rockets,127,121,248,-6,114.7,117.8,232.5,3.6,0.6189,True,False
2024-25,0022400143,2024-11-02,Sacramento Kings,Toronto Raptors,128,131,259,3,115.0,113.6,228.6,0.9,0.5309,True,True
2024-25,0022400145,2024-11-02,Cleveland Cavaliers,Milwaukee Bucks,114,113,227,-1,118.9,118.7,237.5,-0.1,0.498,False,False
2024-25,0022400153,2024-11-03,Orlando Magic,Dallas Mavericks,85,108,193,23,108.7,116.8,225.5,2.5,0.5827,True,True
2024-25,0022400151,2024-11-03,Detroit Pistons,Brooklyn Nets,106,92,198,-14,112.1,112.4,224.5,-1.2,0.4592,False,False
2024-25,0022400152,2024-11-03,Atlanta Hawks,New Orleans Pelicans,126,111,237,-15,113.6,115.9,229.4,-0.7,0.4756,False,False
2024-25,0022400164,2024-11-04,Portland Trail Blazers,New Orleans Pelicans,118,100,218,-18,109.8,114.1,223.9,-0.0,0.4995,False,False
2024-25,0022400154,2024-11-04,Milwaukee Bucks,Cleveland Cavaliers,114,116,230,2,115.7,121.9,237.5,6.1,0.6932,True,True
2024-25,0022400159,2024-11-04,Sacramento Kings,Miami Heat,111,110,221,-1,113.6,113.3,226.9,2.9,0.5958,True,False
2024-25,0022400165,2024-11-04,Indiana Pacers,Dallas Mavericks,134,127,261,-7,115.0,117.6,232.6,1.5,0.5487,True,False
2024-25,0022400163,2024-11-04,Orlando Magic,Oklahoma City Thunder,86,102,188,16,112.4,120.5,233.0,8.8,0.7673,True,True
2024-25,0022400161,2024-11-04,New York Knicks,Houston Rockets,97,109,206,12,115.5,115.9,231.4,3.3,0.6074,True,True
2024-25,0022400157,2024-11-04,Boston Celtics,Atlanta Hawks,123,93,216,-30,117.0,118.4,235.4,-1.7,0.4428,False,False
2024-25,0022400160,2024-11-04,Utah Jazz,Chicago Bulls,135,126,261,-9,113.9,116.8,230.7,6.4,0.7037,True,False
2024-25,0022400158,2024-11-04,Memphis Grizzlies,Brooklyn Nets,104,106,210,2,115.6,114.3,229.9,-2.4,0.4222,False,True
2024-25,0022400155,2024-11-04,Golden State Warriors,Washington Wizards,125,112,237,-13,113.2,113.9,227.1,-3.9,0.3716,False,False
2024-25,0022400167,2024-11-04,Philadelphia 76ers,Phoenix Suns,116,118,234,2,108.7,114.1,222.8,4.5,0.6457,True,True
2024-25,0022400166,2024-11-04,Toronto Raptors,Denver Nuggets,119,121,240,2,111.6,120.9,232.5,6.5,0.7063,True,True
2024-25,0022400162,2024-11-04,Charlotte Hornets,Minnesota Timberwolves,93,114,207,21,108.8,115.2,223.9,9.3,0.7797,True,True
2024-25,0022400168,2024-11-04,San Antonio Spurs,LA Clippers,104,113,217,9,114.6,115.3,229.9,6.5,0.705,True,True
2024-25,0022400156,2024-11-04,Los Angeles Lakers,Detroit Pistons,103,115,218,12,114.4,116.6,231.0,3.4,0.6117,True,True
2024-25,0022400179,2024-11-06,Philadelphia 76ers,LA Clippers,98,110,208,12,112.0,113.8,225.8,8.0,0.7486,True,True
2024-25,0022400177,2024-11-06,Oklahoma City Thunder,Denver Nuggets,122,124,246,2,117.6,123.8,241.4,-1.0,0.4681,False,True
2024-25,0022400170,2024-11-06,Orlando Magic,Indiana Pacers,111,118,229,7,109.7,118.2,227.9,4.0,0.6317,True,True
2024-25,0022400169,2024-11-06,Detroit Pistons,Charlotte Hornets,107,108,215,1,112.8,112.4,225.2,-2.0,0.434,False,True
2024-25,0022400173,2024-11-06,San Antonio Spurs,Houston Rockets,100,127,227,27,114.7,116.1,230.8,6.3,0.7011,True,True
2024-25,0022400180,2024-11-06,Toronto Raptors,Sacramento Kings,107,122,229,15,110.6,118.0,228.6,5.1,0.6637,True,True
2024-25,0022400174,2024-11-06,Los Angeles Lakers,Memphis Grizzlies,114,131,245,17,116.3,120.2,236.5,4.5,0.6471,True,True
2024-25,0022400172,2024-11-06,Golden State Warriors,Boston Celtics,118,112,230,-6,113.3,119.1,232.4,5.8,0.6853,True,False
2024-25,0022400176,2024-11-06,Chicago Bulls,Dallas Mavericks,99,119,218,20,115.2,118.6,233.9,3.1,0.6031,True,True
2024-25,0022400175,2024-11-06,Cleveland Cavaliers,New Orleans Pelicans,131,122,253,-9,116.2,115.3,231.6,-5.4,0.3273,False,False
2024-25,0022400171,2024-11-06,New York Knicks,Atlanta Hawks,116,121,237,5,116.3,117.7,234.0,0.7,0.5234,True,True
2024-25,0022400178,2024-11-06,Miami Heat,Phoenix Suns,112,115,227,3,109.0,115.6,224.6,1.5,0.5487,True,True
2024-25,0022400181,2024-11-07,Minnesota Timberwolves,Chicago Bulls,135,119,254,-16,115.6,118.7,234.3,0.1,0.5025,True,False
2024-25,0022400182,2024-11-07,Utah Jazz,Milwaukee Bucks,100,123,223,23,112.7,115.9,228.6,8.2,0.7533,True,True
2024-25,0022400183,2024-11-07,Portland Trail Blazers,San Antonio Spurs,105,118,223,13,111.1,116.6,227.6,3.0,0.5973,True,True
2024-25,0022400192,2024-11-08,Houston Rockets,Oklahoma City Thunder,107,126,233,19,117.5,121.6,239.0,6.6,0.7088,True,True
2024-25,0022400186,2024-11-08,New Orleans Pelicans,Orlando Magic,88,115,203,27,111.3,109.9,221.1,7.1,0.7241,True,True
2024-25,0022400196,2024-11-08,LA Clippers,Sacramento Kings,107,98,205,-9,112.0,118.3,230.4,1.1,0.5354,True,False
2024-25,0022400190,2024-11-08,Phoenix Suns,Dallas Mavericks,114,113,227,-1,113.1,114.5,227.6,3.8,0.6231,True,False
2024-25,0022400195,2024-11-08,Philadelphia 76ers,Los Angeles Lakers,106,116,222,10,110.3,114.3,224.6,6.4,0.7024,True,True
2024-25,0022400194,2024-11-08,Miami Heat,Denver Nuggets,122,135,257,13,111.3,119.4,230.7,4.5,0.6471,True,True
2024-25,0022400188,2024-11-08,Golden State Warriors,Cleveland Cavaliers,117,136,253,19,114.8,122.2,237.0,5.7,0.6826,True,True
2024-25,0022400187,2024-11-08,Brooklyn Nets,Boston Celtics,104,108,212,4,108.3,115.8,224.1,10.5,0.8096,True,True
2024-25,0022400184,2024-11-08,Indiana Pacers,Charlotte Hornets,83,103,186,20,113.6,112.3,225.9,-2.0,0.434,False,True
2024-25,0022400191,2024-11-08,Washington Wizards,Memphis Grizzlies,104,128,232,24,112.7,120.5,233.1,10.6,0.8106,True,True
2024-25,0022400189,2024-11-08,Milwaukee Bucks,New York Knicks,94,116,210,22,113.5,118.1,231.6,3.7,0.6217,True,True
2024-25,0022400193,2024-11-08,Portland Trail Blazers,Minnesota Timberwolves,102,127,229,25,112.0,116.7,228.7,6.4,0.7037,True,True
2024-25,0022400185,2024-11-08,Atlanta Hawks,Detroit Pistons,121,122,243,1,116.5,119.1,235.7,4.4,0.6443,True,True
2024-25,0022400199,2024-11-09,Brooklyn Nets,Cleveland Cavaliers,100,105,205,5,109.7,118.9,228.6,10.4,0.8075,True,True
2024-25,0022400197,2024-11-09,Utah Jazz,San Antonio Spurs,111,110,221,-1,111.3,115.1,226.4,5.9,0.6879,True,False
2024-25,0022400198,2024-11-09,Chicago Bulls,Atlanta Hawks,125,113,238,-12,117.2,120.5,237.7,3.2,0.6059,True,False
2024-25,0022400200,2024-11-09,Toronto Raptors,LA Clippers,103,105,208,2,112.6,116.7,229.2,7.0,0.7203,True,True
2024-25,0022400203,2024-11-10,New York Knicks,Indiana Pacers,121,132,253,11,115.3,117.2,232.5,2.1,0.5709,True,True
2024-25,0022400207,2024-11-10,Golden State Warriors,Oklahoma City Thunder,127,116,243,-11,117.2,121.5,238.7,7.2,0.7266,True,False
2024-25,0022400204,2024-11-10,Washington Wizards,Orlando Magic,94,121,215,27,110.1,111.4,221.5,8.4,0.758,True,True
2024-25,0022400208,2024-11-10,Dallas Mavericks,Denver Nuggets,120,122,242,2,113.8,120.0,233.9,5.3,0.6705,True,True
2024-25,0022400209,2024-11-10,Sacramento Kings,Phoenix Suns,127,118,245,-9,112.1,115.3,227.4,1.4,0.5458,True,False
2024-25,0022400211,2024-11-10,Toronto Raptors,Los Angeles Lakers,103,123,226,20,110.9,117.2,228.0,5.3,0.6718,True,True
2024-25,0022400205,2024-11-10,Charlotte Hornets,Philadelphia 76ers,105,107,212,2,106.3,112.5,218.8,4.2,0.6373,True,True
2024-25,0022400201,2024-11-10,Houston Rockets,Detroit Pistons,101,99,200,-2,114.7,118.4,233.2,1.9,0.5621,True,False
2024-25,0022400206,2024-11-10,Miami Heat,Minnesota Timberwolves,95,94,189,-1,111.5,115.9,227.4,5.0,0.6623,True,False
2024-25,0022400202,2024-11-10,Boston Celtics,Milwaukee Bucks,113,107,220,-6,115.8,117.2,233.0,-0.2,0.495,False,False
2024-25,0022400210,2024-11-10,Memphis Grizzlies,Portland Trail Blazers,134,89,223,-45,117.9,117.6,235.5,-0.3,0.4905,False,False
2024-25,0022400214,2024-11-11,Brooklyn Nets,New Orleans Pelicans,107,105,212,-2,106.5,111.9,218.4,2.1,0.568,True,False
2024-25,0022400212,2024-11-11,Cleveland Cavaliers,Chicago Bulls,119,113,232,-6,120.2,119.6,239.8,-1.9,0.4384,False,False
2024-25,0022400215,2024-11-11,LA Clippers,Oklahoma City Thunder,128,134,262,6,116.6,121.4,238.1,6.5,0.705,True,True
2024-25,0022400216,2024-11-11,Sacramento Kings,San Antonio Spurs,96,116,212,20,113.6,115.6,229.3,1.5,0.5487,True,True
2024-25,0022400213,2024-11-11,Washington Wizards,Houston Rockets,92,107,199,15,111.0,116.4,227.4,10.6,0.8106,True,True
2024-25,0022400001,2024-11-12,Atlanta Hawks,Boston Celtics,117,116,233,-1,115.4,120.0,235.4,7.7,0.7401,True,False
2024-25,0022400004,2024-11-12,New York Knicks,Philadelphia 76ers,111,99,210,-12,112.2,113.1,225.3,-1.6,0.4458,False,False
2024-25,0022400005,2024-11-12,Toronto Raptors,Milwaukee Bucks,85,99,184,14,112.2,118.1,230.3,5.9,0.6879,True,True
2024-25,0022400003,2024-11-12,Charlotte Hornets,Orlando Magic,89,114,203,25,108.6,110.4,219.0,7.0,0.719,True,True
2024-25,0022400008,2024-11-12,Minnesota Timberwolves,Portland Trail Blazers,108,122,230,14,113.7,115.0,228.7,-0.4,0.486,False,True
2024-25,0022400007,2024-11-12,Dallas Mavericks,Golden State Warriors,117,120,237,3,114.7,116.4,231.2,5.0,0.6623,True,True
2024-25,0022400006,2024-11-12,Phoenix Suns,Utah Jazz,120,112,232,-8,111.8,112.8,224.6,0.2,0.507,True,False
2024-25,0022400002,2024-11-12,Miami Heat,Detroit Pistons,121,123,244,2,112.1,116.6,228.8,3.8,0.6231,True,True
2024-25,0022400218,2024-11-13,Boston Celtics,Brooklyn Nets,139,114,253,-25,112.8,111.3,224.1,-4.5,0.3534,False,False
2024-25,0022400226,2024-11-13,Minnesota Timberwolves,Portland Trail Blazers,98,106,204,8,113.7,115.0,228.7,-0.4,0.486,False,True
2024-25,0022400219,2024-11-13,Chicago Bulls,New York Knicks,124,123,247,-1,114.5,119.4,233.9,5.5,0.6772,True,False
2024-25,0022400227,2024-11-13,Phoenix Suns,Sacramento Kings,104,127,231,23,112.3,115.1,227.4,4.6,0.6499,True,True
2024-25,0022400222,2024-11-13,LA Clippers,Houston Rockets,103,111,214,8,114.1,117.8,231.9,2.9,0.5944,True,True
2024-25,0022400221,2024-11-13,New Orleans Pelicans,Oklahoma City Thunder,88,106,194,18,114.8,118.5,233.2,12.9,0.8588,True,True
2024-25,0022400225,2024-11-13,Memphis Grizzlies,Los Angeles Lakers,123,128,251,5,117.2,119.3,236.5,1.5,0.5487,True,True
2024-25,0022400223,2024-11-13,Detroit Pistons,Milwaukee Bucks,120,127,247,7,115.0,118.4,233.4,3.1,0.6031,True,True
2024-25,0022400220,2024-11-13,Cleveland Cavaliers,Philadelphia 76ers,114,106,220,-8,116.0,115.2,231.2,-4.0,0.3702,False,False
2024-25,0022400217,2024-11-13,Indiana Pacers,Orlando Magic,90,94,184,4,115.2,112.7,227.9,2.0,0.565,True,True
2024-25,0022400224,2024-11-13,Washington Wizards,San Antonio Spurs,130,139,269,9,109.2,116.2,225.4,7.2,0.7266,True,True
2024-25,0022400228,2024-11-14,Dallas Mavericks,Utah Jazz,113,115,228,2,112.2,114.9,227.1,-0.6,0.4816,False,True
2024-25,0022400011,2024-11-15,Detroit Pistons,Toronto Raptors,99,95,194,-4,115.0,115.5,230.5,0.3,0.5085,True,False
2024-25,0022400013,2024-11-15,Chicago Bulls,Cleveland Cavaliers,126,144,270,18,116.6,123.2,239.8,7.9,0.7438,True,True
2024-25,0022400019,2024-11-15,Memphis Grizzlies,Golden State Warriors,118,123,241,5,118.9,119.4,238.3,2.4,0.5783,True,True
2024-25,0022400015,2024-11-15,Los Angeles Lakers,San Antonio Spurs,120,115,235,-5,112.8,115.9,228.7,1.2,0.5398,True,False
2024-25,0022400016,2024-11-15,LA Clippers,Houston Rockets,104,125,229,21,114.1,117.8,231.9,2.9,0.5944,True,True
2024-25,0022400009,2024-11-15,Miami Heat,Indiana Pacers,124,111,235,-13,112.1,117.4,229.5,3.8,0.6231,True,False
2024-25,0022400010,2024-11-15,Philadelphia 76ers,Orlando Magic,86,98,184,12,111.1,109.7,220.8,5.7,0.6839,True,True
2024-25,0022400020,2024-11-15,Minnesota Timberwolves,Sacramento Kings,130,126,256,-4,112.7,117.6,230.3,1.1,0.5354,True,False
2024-25,0022400014,2024-11-15,Brooklyn Nets,New York Knicks,122,124,246,2,107.6,115.2,222.8,8.1,0.7498,True,True
2024-25,0022400017,2024-11-15,Denver Nuggets,New Orleans Pelicans,94,101,195,7,115.2,114.2,229.4,-2.9,0.4032,False,True
2024-25,0022400012,2024-11-15,Washington Wizards,Atlanta Hawks,117,129,246,12,111.6,118.2,229.8,8.0,0.7474,True,True
2024-25,0022400018,2024-11-15,Phoenix Suns,Oklahoma City Thunder,83,99,182,16,116.9,118.2,235.1,10.0,0.7981,True,True
2024-25,0022400229,2024-11-16,Milwaukee Bucks,Charlotte Hornets,114,115,229,1,112.9,112.1,225.0,-2.1,0.4296,False,True
2024-25,0022400230,2024-11-16,Toronto Raptors,Boston Celtics,123,126,249,3,111.3,118.8,230.2,9.0,0.7741,True,True
2024-25,0022400231,2024-11-16,Los Angeles Lakers,New Orleans Pelicans,104,99,203,-5,111.5,113.4,224.9,-1.8,0.4414,False,False
2024-25,0022400232,2024-11-16,San Antonio Spurs,Dallas Mavericks,93,110,203,17,113.4,116.0,229.5,3.7,0.6203,True,True
2024-25,0022400233,2024-11-16,Utah Jazz,Sacramento Kings,117,121,238,4,111.1,115.8,226.9,7.4,0.7315,True,True
2024-25,0022400242,2024-11-17,Dallas Mavericks,Oklahoma City Thunder,121,119,240,-2,117.4,120.3,237.7,9.3,0.7797,True,False
2024-25,0022400237,2024-11-17,Detroit Pistons,Washington Wizards,124,104,228,-20,113.9,113.8,227.8,-3.4,0.3873,False,False
2024-25,0022400235,2024-11-17,Miami Heat,Indiana Pacers,110,119,229,9,112.1,117.4,229.5,3.8,0.6231,True,True
2024-25,0022400239,2024-11-17,Atlanta Hawks,Portland Trail Blazers,110,114,224,4,115.6,116.5,232.1,2.3,0.5753,True,True
2024-25,0022400243,2024-11-17,Utah Jazz,LA Clippers,105,116,221,11,113.0,114.5,227.6,9.3,0.7819,True,True
2024-25,0022400236,2024-11-17,Charlotte Hornets,Cleveland Cavaliers,114,128,242,14,109.7,119.7,229.3,11.2,0.8245,True,True
2024-25,0022400240,2024-11-17,Brooklyn Nets,New York Knicks,104,114,218,10,107.6,115.2,222.8,8.1,0.7498,True,True
