season,game_id,date,away_team,home_team,actual_away,actual_home,actual_total,actual_home_margin,proj_away,proj_home,proj_total,proj_home_margin,proj_home_winprob,ml_pick,ml_actual
2024-25,0022401184,2025-04-11,LA Clippers,Sacramento Kings,101,100,201,-1,112.0,118.3,230.4,1.1,0.5354,True,False
2024-25,0022401182,2025-04-11,San Antonio Spurs,Phoenix Suns,98,117,215,19,111.3,115.6,226.9,2.9,0.5958,True,True
2024-25,0022401189,2025-04-13,Indiana Pacers,Cleveland Cavaliers,126,118,244,-8,116.3,122.1,238.5,6.2,0.6972,True,False
2024-25,0022401195,2025-04-13,Utah Jazz,Minnesota Timberwolves,105,116,221,11,112.3,115.2,227.5,9.3,0.7819,True,True
2024-25,0022401199,2025-04-13,Los Angeles Lakers,Portland Trail Blazers,81,109,190,28,113.5,114.1,227.6,1.2,0.5413,True,True
2024-25,0022401194,2025-04-13,Dallas Mavericks,Memphis Grizzlies,97,132,229,35,116.6,120.7,237.3,5.7,0.6813,True,True
2024-25,0022401200,2025-04-13,Phoenix Suns,Sacramento Kings,98,109,207,11,112.3,115.1,227.4,4.6,0.6499,True,True
2024-25,0022401187,2025-04-13,Charlotte Hornets,Boston Celtics,86,93,179,7,108.3,116.6,224.9,11.3,0.8264,True,True
2024-25,0022401186,2025-04-13,Orlando Magic,Atlanta Hawks,105,117,222,12,110.6,118.7,229.3,2.6,0.5856,True,True
2024-25,0022401191,2025-04-13,Chicago Bulls,Philadelphia 76ers,122,102,224,-20,113.2,115.9,229.0,0.9,0.5294,True,False
2024-25,0022401197,2025-04-13,Toronto Raptors,San Antonio Spurs,118,125,243,7,110.8,117.3,228.1,3.5,0.616,True,True
2024-25,0022401198,2025-04-13,LA Clippers,Golden State Warriors,124,119,243,-5,114.0,117.6,231.6,2.2,0.5739,True,False
2024-25,0022401188,2025-04-13,New York Knicks,Brooklyn Nets,113,105,218,-8,112.2,110.6,222.8,-2.1,0.431,False,False
2024-25,0022401196,2025-04-13,Oklahoma City Thunder,New Orleans Pelicans,115,100,215,-15,115.5,117.8,233.2,-6.9,0.2826,False,False
2024-25,0022401190,2025-04-13,Washington Wizards,Miami Heat,119,118,237,-1,109.3,113.8,223.1,8.7,0.765,True,False
2024-25,0022401193,2025-04-13,Denver Nuggets,Houston Rockets,126,111,237,-15,118.2,116.9,235.2,3.4,0.6103,True,False
2024-25,0022401192,2025-04-13,Detroit Pistons,Milwaukee Bucks,133,140,273,7,115.0,118.4,233.4,3.1,0.6031,True,True
